公司全名,公司简称,公司规模,融资阶段,区域,职位名称,工作经验,学历要求,工资,职位福利
北京小米科技有限责任公司,小米,2000人以上,D轮及以上,海淀区,AR-slam算法,3-5年,硕士,30k-60k,"精英团队,算法,大公司背景,扁平文化"
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,无人驾驶感知定位算法研究员/专家,3-5年,硕士,25k-50k,"自动驾驶,无人车,前沿技术,复杂场景"
广州市百果园网络科技有限公司,Bigo,500-2000人,D轮及以上,海淀区,图像算法工程师（北京）,3-5年,硕士,25k-50k,"大牛同事,技术分享,技术深研,氛围超好"
广州市百果园网络科技有限公司,Bigo,500-2000人,D轮及以上,海淀区,推荐算法策略工程师（北京）,3-5年,硕士,25k-50k,"大牛同事,数据量大,技术深研,氛围超好"
广州市百果园网络科技有限公司,Bigo,500-2000人,D轮及以上,海淀区,视频编解码算法工程师（北京）,3-5年,硕士,25k-50k,"大牛同事,技术分享,技术深研,高薪"
北京融联世纪信息技术有限公司,融360,500-2000人,D轮及以上,海淀区,数据算法工程师（nlp方向）,1-3年,硕士,25k-40k,"上市公司,股票期权,自助午餐,团队氛围好"
广州市百果园网络科技有限公司,Bigo,500-2000人,D轮及以上,海淀区,NLP算法工程师（北京）,1-3年,硕士,25k-50k,"大牛同事,超大空间,超多数据,氛围超好"
京东金融,京东金融,2000人以上,上市公司,大兴区,算法工程师,3-5年,硕士,25k-40k,"班车,餐补"
广州汇量信息科技有限公司,Mobvista,500-2000人,上市公司,朝阳区,100023-资深算法工程师,3-5年,硕士,30k-45k,"股票期权,大牛多,包四餐,福利好"
北京看看车科技有限公司,易鑫集团,2000人以上,上市公司,海淀区,资深算法工程师J11485,3-5年,硕士,30k-50k,团队牛人多
阿里健康科技（中国）有限公司,阿里健康,150-500人,上市公司,朝阳区,医疗大数据算法工程师,3-5年,硕士,25k-50k,医疗大数据
微梦创科网络科技（中国）有限公司,新浪微博,2000人以上,上市公司,海淀区,机器学习研发部-算法工程师,1-3年,硕士,30k-60k,"成长发展,职位诱惑,薪资待遇,免费班车"
北京京东世纪贸易有限公司,京东商城,2000人以上,上市公司,通州区,算法&amp;数据挖掘 科学家,1-3年,硕士,25k-50k,"五险一金,竞争性薪酬,行业领先,名校合作"
微梦创科网络科技（中国）有限公司,新浪微博,2000人以上,上市公司,海淀区,机器学习研发部- Deep CTR预估算法工程师,1-3年,硕士,30k-50k,"大平台,福利待遇好"
京东金融,京东金融,2000人以上,上市公司,通州区,脑机接口算法工程师-BCI,5-10年,硕士,25k-50k,"早晚班车,公租房,免费用餐,良好氛围"
北京搜狗科技发展有限公司,搜狗,2000人以上,上市公司,海淀区,智能问答 - 问答与对话算法研究员,3-5年,硕士,30k-50k,前沿领域研究，发展空间大，技术积淀深厚
高德软件有限公司,阿里巴巴—高德,2000人以上,上市公司,朝阳区,高德-算法专家,5-10年,硕士,30k-50k,"机器学习,自然语言,图像处理,团队，沟通"
普信恒业科技发展（北京）有限公司,宜信,2000人以上,上市公司,朝阳区,资深数据挖掘工程师/算法专家,5-10年,硕士,30k-50k,"互金,机器学习,数据挖掘"
北京世纪好未来教育科技有限公司,好未来,2000人以上,上市公司,海淀区,语音算法工程师,不限,硕士,25k-50k,"上升空间大,体系完整,发展空间大,上市公司"
北京京东世纪贸易有限公司,京东商城,2000人以上,上市公司,大兴区,资深算法博士,3-5年,博士,35k-70k,"大平台,顶级教授,高福利,晋升快"
北京创锐文化传媒有限公司,聚美优品,2000人以上,上市公司,海淀区,视觉算法工程师,3-5年,硕士,30k-40k,"五险一金,餐补"
北京京东世纪贸易有限公司,京东商城,2000人以上,上市公司,大兴区,环境感知算法专家,5-10年,硕士,30k-50k,"500强,五险一金,免费班车,餐补"
北京搜狗科技发展有限公司,搜狗,2000人以上,上市公司,,搜狗地图—高级定位算法研发工程师,3-5年,硕士,25k-30k,研发基础条件完善、鼓励创新求变。
北京京东世纪贸易有限公司,京东商城,2000人以上,上市公司,大兴区,优化算法博士,3-5年,博士,30k-60k,"大平台,定级教授,高福利,高机遇"
微梦创科网络科技（中国）有限公司,新浪微博,2000人以上,上市公司,海淀区,高级广告算法工程师,3-5年,硕士,30k-50k,股票 出境游 开放社交TOP1
北京京东世纪贸易有限公司,京东商城,2000人以上,上市公司,大兴区,深度学习/图像处理 算法工程师,3-5年,硕士,30k-60k,"大平台,顶级教授,全球视野,高福利"
北京车之家信息技术有限公司,汽车之家,2000人以上,上市公司,海淀区,推荐算法资深工程师,3-5年,硕士,40k-50k,"大牛多,福利好,发展快"
北京陌陌科技有限公司,陌陌,500-2000人,上市公司,朝阳区,图像算法工程师,1-3年,硕士,25k-50k,"技术氛围好,竞争力薪酬,完善的福利,上升空间大"
微梦创科网络科技（中国）有限公司,新浪微博,2000人以上,上市公司,海淀区,机器学习研发部-算法平台高级系统工程师,3-5年,硕士,25k-50k,"大平台,福利待遇好,发展前景好"
北大方正信息产业集团有限公司,北大方正信产集团,2000人以上,上市公司,海淀区,机器写作算法工程师,不限,博士,25k-30k,"学习氛围浓,团队背景好,地理位置佳,博士后站"
腾讯科技(深圳)有限公司,腾讯,2000人以上,上市公司,海淀区,新闻搜索算法高级工程师（北京）,3-5年,硕士,20k-40k,搜索算法
南京苏宁软件技术有限公司,苏宁易购,2000人以上,上市公司,朝阳区,图像算法专家,5-10年,硕士,25k-50k,"500强,五险一金"
新浪网技术（中国）有限公司,新浪网,2000人以上,上市公司,海淀区,推荐算法专家,5-10年,硕士,40K-70K,核心业务
高德软件有限公司,阿里巴巴—高德,2000人以上,上市公司,朝阳区,NLP算法工程师/架构师,3-5年,硕士,30k-50k,"C++,Pytho,算法,数据结构"
北京荣之联科技股份有限公司,荣之联,500-2000人,上市公司,朝阳区,资深NLP算法工程师,3-5年,硕士,30k-45k,"上市公司,领导牛,福利好,机会多"
北京京东世纪贸易有限公司,京东集团,2000人以上,上市公司,朝阳区,算法工程师（视觉 图像方面）,3-5年,硕士,30k-60k,"大平台,技术前沿,福利待遇好,大牛多"
北京奇艺世纪科技有限公司,爱奇艺,2000人以上,上市公司,海淀区,推荐算法研究员（泡泡）,3-5年,硕士,40k-70k,六险一金，带薪年假，季度奖金
北京京东世纪贸易有限公司,京东集团,2000人以上,上市公司,朝阳区,自然语言处理算法工程师（NLP方向）,3-5年,硕士,30k-60k,"平台好,大牛多,技术前沿·,福利待遇好"
北京京东世纪贸易有限公司,京东集团,2000人以上,上市公司,朝阳区,算法工程师（图像、语音、量化、推广广告）,不限,硕士,30k-60k,"发展空间,战略规划"
腾讯科技(深圳)有限公司,腾讯,2000人以上,上市公司,海淀区,短视频推荐算法工程师（北京）,5-10年,硕士,30k-60k,腾讯
北京京东世纪贸易有限公司,京东集团,2000人以上,上市公司,朝阳区,人脸识别算法工程师,1-3年,硕士,30k-60k,成长空间
京东金融,京东金融,2000人以上,上市公司,大兴区,图计算算法工程师,1-3年,硕士,25k-50k,"班车,餐补"
北京搜狗科技发展有限公司,搜狗,2000人以上,上市公司,海淀区,网页搜索-高级算法总监,3-5年,硕士,30k-50k,核心团队
网易（杭州）有限公司,网易,2000人以上,上市公司,海淀区,图形图像算法工程师,1-3年,硕士,25k-45k,"核心团队,高手组,老板好,微加班"
微梦创科网络科技（中国）有限公司,新浪微博,2000人以上,上市公司,海淀区,机器学习研发部-推荐算法高级研发工程师/专家,3-5年,硕士,25k-50k,"大平台,福利待遇好,发展前景好"
北京搜狗科技发展有限公司,搜狗,2000人以上,上市公司,海淀区,信息流-推荐算法研究员-北京-03507,3-5年,硕士,30k-60k,核心业务
网易（杭州）有限公司,网易,2000人以上,上市公司,海淀区,高级算法工程师（反作弊方向）,3-5年,硕士,25k-40k,"核心业务,老板好,少加班,18薪"
微梦创科网络科技（中国）有限公司,新浪微博,2000人以上,上市公司,海淀区,机器学习算法工程师,3-5年,硕士,25k-40k,"大平台福利,六险一金,免费班车,带薪年假"
京东金融,京东金融,2000人以上,上市公司,大兴区,算法工程师（声纹识别方向）,3-5年,硕士,25k-50k,"班车,餐补"
微梦创科网络科技（中国）有限公司,新浪微博,2000人以上,上市公司,海淀区,机器学习研发部-语音识别高级算法工程师,1-3年,硕士,30k-50k,"大平台,福利待遇好"
京东金融,京东金融,2000人以上,上市公司,大兴区,NLP算法工程师,3-5年,硕士,25k-50k,"班车,餐补"
京东金融,京东金融,2000人以上,上市公司,大兴区,人脸识别算法工程师,3-5年,硕士,30k-50k,"班车,餐补"
微梦创科网络科技（中国）有限公司,新浪微博,2000人以上,上市公司,海淀区,00128-微博机器学习团队-推荐算法专家,3-5年,硕士,40k-60k,"信息流,视频流,用户增长,大规模投入"
微梦创科网络科技（中国）有限公司,新浪微博,2000人以上,上市公司,海淀区,自然语言处理算法工程师,3-5年,硕士,25k-50k,股票 出境游 开放社交TOP1
北京陌陌科技有限公司,陌陌,500-2000人,上市公司,朝阳区,高级语音识别算法工程师,1-3年,硕士,25k-50k,"竞争力薪酬,团队实力强,创意的产品,上升空间大"
微梦创科网络科技（中国）有限公司,新浪微博,2000人以上,上市公司,海淀区,算法工程师（搜索、推荐、广告方向）,3-5年,硕士,30k-50k,股票 出境游 开放社交TOP1
北京陌陌科技有限公司,陌陌,500-2000人,上市公司,朝阳区,深度学习算法工程师,1-3年,硕士,25k-50k,"优秀的团队,竞争力薪酬,完善的福利,技术氛围好"
北京瓴岳信息技术有限公司,洋钱罐,150-500人,不需要融资,朝阳区,算法工程师,1-3年,硕士,15k-30k,"技术大牛多,技术驱动型,互联网金融,弹性工作"
北京瑞地科技有限公司,REDEFINE,150-500人,不需要融资,朝阳区,算法工程师,不限,硕士,25k-50k,发展前景
北京趣拿软件科技有限公司,去哪儿网,2000人以上,不需要融资,海淀区,算法工程师-平台事业部,1-3年,硕士,25k-50k,五险一金 带薪休假 弹性工作
新奥特(北京)视频技术有限公司,新奥特视频,500-2000人,不需要融资,海淀区,算法工程师,不限,硕士,30k-50k,"五险一金,技术身后,氛围和谐"
北京粉笔蓝天科技有限公司,粉笔网,150-500人,不需要融资,朝阳区,算法工程师,5-10年,硕士,35k-70k,"年终奖,旅游基金,健身房,商业保险"
信披网络股份有限公司,信披网,50-150人,不需要融资,朝阳区,算法工程师,3-5年,硕士,30k-60k,"高薪,福利"
通联数据股份公司,通联数据,150-500人,不需要融资,海淀区,算法工程师,1-3年,硕士,25k-50k,"技术氛围好,行业前沿,500强,好玩的伙伴"
通联数据股份公司,通联数据,150-500人,不需要融资,海淀区,算法工程师-北京-00066,3-5年,硕士,25k-50k,人工智能
中化石油有限公司,中化能源科技有限公司,2000人以上,不需要融资,海淀区,AI算法工程师,3-5年,硕士,30k-50k,"央企背景,三餐免费,交通补贴"
北京物灵智能科技有限公司,物灵,150-500人,不需要融资,朝阳区,语音算法工程师-语音识别引擎,3-5年,硕士,30k-50k,"早教产品,待遇优厚,儿童交互,多模态学习"
上海基分文化传播有限公司,趣头条,500-2000人,不需要融资,海淀区,高级算法工程师,3-5年,硕士,30k-50k,"发展空间大,创业平台,氛围好"
上海聚量信息技术有限公司,上海聚量,15-50人,不需要融资,朝阳区,算法平台工程师（AI工程组）,不限,硕士,25k-50k,带薪年假
北京恒昌利通投资管理有限公司,恒昌利通,2000人以上,不需要融资,海淀区,机器学习资深算法工程师/算法专家,3-5年,硕士,25k-50k,"地铁周边,领导好,弹性时间,免费班车"
北京鹏润金服在线信息技术有限公司,鹏润控股集团,500-2000人,不需要融资,大兴区,数据科学家/算法专家,不限,硕士,30k-60k,"大厂,核心项目,技术大佬"
中移在线服务有限公司,中移在线服务有限公司,2000人以上,不需要融资,西城区,文本算法研究,3-5年,硕士,25k-30k,"五险一金,企业年金,带薪年假,通话餐补"
蔷薇控股股份有限公司,蔷薇控股,150-500人,不需要融资,朝阳区,大数据算法师,1-3年,硕士,25k-50k,"股东背景强,多月年终奖,超额绩效,职位晋升"
北京捷通华声科技股份有限公司,捷通华声,150-500人,不需要融资,海淀区,文本分析算法工程师,3-5年,硕士,30k-60k,福利待遇好，有发展前景，半年调薪
北京弘道智慧中医技术有限公司,弘道,50-150人,不需要融资,海淀区,算法架构师,3-5年,博士,30k-60k,"五险一金,带薪年假,交通餐补,创业公司"
北京物灵智能科技有限公司,物灵,150-500人,不需要融资,朝阳区,语音合成算法工程师,1-3年,硕士,30k-50k,"人工智能,万物有灵,上市背景,硅谷范"
中移在线服务有限公司,中移在线服务有限公司,2000人以上,不需要融资,西城区,语音算法研究,3-5年,硕士,25k-30k,"五险一金,企业年金,带薪年假,通话餐补"
北京小鸟看看科技有限公司,Pico VR （小鸟看看）,150-500人,不需要融资,海淀区,算法专家,5-10年,硕士,30k-60k,"风口行业,团队牛逼,产品靠谱,发展空间"
北京华樾教育科技有限公司,华樾教育,150-500人,不需要融资,海淀区,高级图像算法工程师,3-5年,硕士,25k-50k,"七险一金,弹性工作,出国游,有算法大牛"
北京物灵智能科技有限公司,物灵,150-500人,不需要融资,朝阳区,语音识别算法工程师-声学模型,1-3年,硕士,30k-50k,"早教产品,待遇优厚,儿童交互,多模态学习"
北京趣拿软件科技有限公司,去哪儿网,2000人以上,不需要融资,海淀区,算法工程师（机器学习）-机票事业部(J12936),3-5年,硕士,25k-40k,"核心模块,海量数据,16薪+"
上海聚量信息技术有限公司,上海聚量,15-50人,不需要融资,朝阳区,图像算法工程师,不限,硕士,25k-50k,"高收入,带薪年假,期权"
广东欧珀移动通信有限公司,OPPO,2000人以上,不需要融资,朝阳区,高级语言合成算法工程师,不限,硕士,30k-60k,"薪高,平台大,领导好"
建德市易车文化创意有限公司,易车文化,15-50人,不需要融资,海淀区,图像/视觉算法工程师（智能制造方向）,3-5年,硕士,30k-50k,"深度学习,计算机图形"
大连桓瑞科技有限公司,桓瑞科技,150-500人,不需要融资,海淀区,推荐算法/NLP算法工程师,1-3年,硕士,25k-50k,"福利好,加班少"
杭州时度检测技术有限公司,时度检测,15-50人,不需要融资,朝阳区,图像/视觉算法岗,3-5年,硕士,30k-60k,"AI公司,5险一金,有大牛,有前景"
广东欧珀移动通信有限公司,OPPO,2000人以上,不需要融资,朝阳区,高级语言识别算法工程师,不限,硕士,30k-60k,"薪高,平台大,领导好"
郑州卓君网络科技有限公司,卓君科技,少于15人,不需要融资,海淀区,推荐/搜索算法专家,3-5年,硕士,25k-50k,薪资ok
北京华樾教育科技有限公司,华樾教育,150-500人,不需要融资,海淀区,深度学习算法工程师,3-5年,硕士,25k-50k,"七险一金,弹性工作制,出国旅游,有算法大牛"
便利蜂商贸有限公司,便利蜂,2000人以上,不需要融资,朝阳区,深度学习算法工程师,3-5年,硕士,25k-50k,"优厚福利,落地场景,核心团队"
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,高精地图研发算法,3-5年,硕士,25k-45k,"创新挑战,更强团队,福利丰厚,能力升级"
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,资深算法工程师（活体检测）(J180531020),5-10年,硕士,30k-40k,大平台 重点业务 成长快 福利好
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,医学影像算法工程师,3-5年,硕士,35k-70k,"发展空间大,工作环境好,大牛人才多,技术氛围强"
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,多模数据融合高级算法工程师,3-5年,硕士,30k-60k,大平台
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,ASR语音识别算法工程师,5-10年,硕士,40k-60k,发展空间大
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,计算机视觉算法研发工程师,不限,硕士,40k-80k,"大平台,双薪"
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,人脸识别算法工程师(J180531019),3-5年,硕士,30k-40k,大平台 重点业务 成长快 福利好
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,核心出行策略算法专家,5-10年,硕士,40k-60k,"大平台,海量数据,牛人团队,免晚餐"
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,机器学习算法研发工程师,3-5年,硕士,25k-50k,"平台高,免费水果,待遇好"
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,机器学习算法工程师,3-5年,硕士,28k-40k,"五险一金,带薪休假,扁平管理,晋升空间大"
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,算法研究员／数据科学家,3-5年,硕士,25k-50k,"15薪,六险一金,空间大,大牛多"
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,大数据-资深后台算法工程师(J11936),3-5年,硕士,30k-60k,15薪、期权、六险一金
北京捷通华声科技股份有限公司,捷通华声,150-500人,不需要融资,海淀区,机器翻译算法工程师（MT）,5-10年,硕士,30k-60k,福利待遇好，有发展前景，半年调薪
北京捷通华声科技股份有限公司,捷通华声,150-500人,不需要融资,海淀区,语音合成算法专家,5-10年,硕士,30k-60k,福利待遇好，有发展前景，半年调薪
北京捷通华声科技股份有限公司,捷通华声,150-500人,不需要融资,海淀区,语音识别算法专家,5-10年,硕士,30k-60k,福利待遇好，有发展前景，半年调薪
北京微光果壳科技有限公司,微壳,150-500人,不需要融资,朝阳区,【风控算法专家】,5-10年,硕士,40k-60k,"Geek,16薪,六险一金,海外旅游"
广东欧珀移动通信有限公司,OPPO,2000人以上,不需要融资,朝阳区,高级自然语言处理算法工程师,不限,硕士,30k-60k,"薪高,领导好,平台大"
广东欧珀移动通信有限公司,OPPO,2000人以上,不需要融资,朝阳区,高级机器翻译算法工程师,不限,硕士,30k-60k,"薪高,氛围好,领导好"
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,深度学习计算机视觉算法工程师--大数据(J13472),3-5年,硕士,25k-50k,15薪、六险一金、期权、体检
一点网聚科技有限公司,一点资讯,500-2000人,D轮及以上,朝阳区,算法实习生,不限,硕士,2k-4k,"知识分享,发展空间大"
北京多牛互动传媒股份有限公司,多牛传媒,150-500人,上市公司,海淀区,算法实习生,1-3年,硕士,4k-8k,"五险一金,周末双休"
北京猎户星空科技有限公司,猎户星空,500-2000人,A轮,朝阳区,算法实习生,不限,硕士,4k-8k,"成长空间,餐补"
北京国承万通信息科技有限公司,国承万通,50-150人,B轮,朝阳区,图像算法实习生,应届毕业生,硕士,4k-6k,"热门专业,大牛带队,可转正,同事友善"
北京光年无限科技有限公司,图灵机器人,150-500人,B轮,,深度学习算法实习工程师,不限,硕士,4k-8k,五险一金、年终奖、没有考勤、每年两次调薪
北京中科虹霸科技有限公司,中科虹霸,50-150人,C轮,海淀区,图像处理算法实习生,应届毕业生,硕士,4k-6k,有学习提升机会，高薪酬好福利
北京东方国信科技股份有限公司,东方国信,2000人以上,上市公司,朝阳区,深度学习算法实习生（QYJS1zl）,1年以下,硕士,3k-6k,"餐补,意外险,培训课程,三方协议"
英伟达半导体科技（上海）有限公司,NVIDIA(英伟达),2000人以上,上市公司,朝阳区,机器学习算法工程师,应届毕业生,硕士,1k-2k,"优秀团队,弹性工作,补充公积金,定期体检"
北京京东世纪贸易有限公司,京东集团,2000人以上,上市公司,通州区,算法工程师,3-5年,硕士,50k-100k,"高薪酬,五险一金,股票,京东大佬"
北京数美时代科技有限公司,数美,150-500人,B轮,朝阳区,高级算法工程师,1-3年,硕士,30k-60k,"海量数据,大牛云集,股票期权,飞速发展"
北京农信互联科技有限公司,农信互联,500-2000人,不需要融资,海淀区,高级算法工程师/算法专家,5-10年,硕士,50k-100k,大牛云集
呼和浩特市腾吉斯文化传媒有限公司,腾吉斯,15-50人,未融资,海淀区,Spa算法-日志平台组leader,5-10年,硕士,50k-100k,"上市公司,16薪"
北京搜狗科技发展有限公司,搜狗,2000人以上,上市公司,海淀区,信息流-算法专家研究员,5-10年,硕士,50k-80k,技术大牛
中化石油有限公司,中化能源科技有限公司,2000人以上,不需要融资,海淀区,AI算法专家,5-10年,硕士,50k-80k,"央企背景,三餐免费,交通补贴"
追光人动画设计（北京）有限公司,追光动画,150-500人,B轮,朝阳区,人脸三维重建算法工程师,5-10年,硕士,30k-60k,"前沿科技,免费三餐,入职期权,团队管理"
小糖互联（北京）网络科技有限公司,糖豆,50-150人,B轮,海淀区,机器学习/计算机图形图像算法工程师,3-5年,硕士,30k-60k,"蓝海领域,无限空间,追求极致,六险一金"
北京云鸟科技有限公司,云鸟科技,500-2000人,D轮及以上,朝阳区,算法负责人(总监）,5-10年,硕士,50k-80k,"薪资高,福利好,发展空间大"
宝宝树（北京）信息技术有限公司,宝宝树,500-2000人,D轮及以上,朝阳区,算法总监(000388),5-10年,硕士,50k-100k,"行业独角兽,风口项目,试用期全薪"
华为技术有限公司2012实验室,华为,2000人以上,不需要融资,海淀区,算法研究员,3-5年,硕士,50k-100k,高薪
芋头科技（杭州）有限公司,Rokid,150-500人,B轮,海淀区,资深音频算法工程师,3-5年,硕士,30k-60k,"博士云集,人工智能,toC硬件,期权股票"
北京世纪天橙科技有限公司,北京世纪天橙科技有限公司,150-500人,C轮,海淀区,算法总监,5-10年,硕士,50k-80k,"高薪,很好的技术,带团队"
上海任意门科技有限公司,Soul App,50-150人,B轮,海淀区,推荐算法工程师,3-5年,硕士,30k-60k,高薪＋股权，小而美的创业公司
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,高级算法开发工程师（预估方向）,5-10年,硕士,50k-80k,五险一金，年终奖金，健身房
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,高级算法开发工程师（机制方向）,5-10年,硕士,50k-80k,五险一金，年终奖金，健身房，免费班车
北京数美时代科技有限公司,数美,150-500人,B轮,朝阳区,图像算法专家,3-5年,硕士,30k-60k,"大牛如云,技术氛围,大佬领投,股份期权"
蒙特卡洛科技（北京）有限公司,蒙特卡洛,15-50人,A轮,昌平区,人工智能算法研究员,1-3年,硕士,50k-70k,"年底双薪,五险一金"
北京优友动量网络技术有限公司,火萤,15-50人,不需要融资,石景山区,资深推荐算法,5-10年,硕士,50k-80k,"额外补助,上班弹性,双休,轻松开心"
北京每日优鲜便利购电子商务有限公司,每日优鲜便利购,2000人以上,B轮,朝阳区,图像算法负责人,3-5年,硕士,40k-60k,"独角兽,扁平化,发展空间大,团队氛围好"
支付宝(杭州)信息技术有限公司,蚂蚁金服集团,2000人以上,B轮,朝阳区,集团安全-人工智能算法(文本方向）P7/P8北京,3-5年,博士,30k-55k,"全国第一,不压级别,核心部门,股票期权"
武汉轻奢时代电子商务有限公司,轻奢时代,50-150人,未融资,海淀区,推荐算法总监,5-10年,硕士,60k-90k,"五险一金,带薪年假,年终奖金"
第四范式（北京）技术有限公司,第四范式,150-500人,B轮,海淀区,机器学习算法研究员,1-3年,硕士,30k-60k,"人工智能,大牛超多,晋升空间,各种福利"
支付宝(杭州)信息技术有限公司,蚂蚁金服集团,2000人以上,B轮,朝阳区,人工智能算法专家(文本方向-P7/P8-集团安全部,3-5年,硕士,30k-55k,"核心部门,黑客白帽子,数据量最大,丰厚的股票"
支付宝(杭州)信息技术有限公司,蚂蚁金服集团,2000人以上,B轮,朝阳区,声音识别算法专家-P7/P8-集团安全部-北京/杭,3-5年,硕士,30k-55k,"顶尖的团队,黑客白帽子,数据量最大,丰厚的股票"
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,图像算法工程师,5-10年,硕士,50k-70k,技术导向 极客精神
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,推荐算法工程师,3-5年,硕士,50k-100k,"办公环境赞,带薪年假,补充医疗"
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,推荐算法专家,5-10年,硕士,50k-70k,"技术主导,极客精神"
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,NLP算法工程师,5-10年,硕士,35k-70k,核心团队
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,推荐算法资深专家,5-10年,硕士,50k-70k,"前沿技术,大牛云集,弹性工作,股票激励"
支付宝(杭州)信息技术有限公司,蚂蚁金服集团,2000人以上,B轮,朝阳区,集团安全部-声音识别算法专家P7P8,3-5年,硕士,30k-55k,"股票期权,核心部门,不压级别,大咖云集"
北京京东世纪贸易有限公司,京东集团,2000人以上,上市公司,朝阳区,算法工程师【大数据研发部】,5-10年,硕士,40k-70k,"免费班车,加班餐,餐补,500强"
北京九州云动科技有限公司,省钱快报,50-150人,C轮,东城区,搜索算法负责人,3-5年,硕士,50k-100k,"千万流量,规模化盈利,豪华办公室,期权激励"
北京数美时代科技有限公司,数美,150-500人,B轮,朝阳区,图像算法专家,3-5年,硕士,30k-60k,"飞速发展,大佬领投,海量数据,顶级团队"
北京周同科技有限公司,周同科技,50-150人,A轮,朝阳区,算法实习生（深度学习）,1年以下,硕士,6k-10k,"团队氛围佳,美女如云,近邻地铁,交通便利"
平安科技（深圳）有限公司,平安科技,2000人以上,上市公司,朝阳区,计算机视觉/深度学习算法工程师,应届毕业生,硕士,5k-7k,计算机视觉
